SRC,TGT,SPLIT,K,FILE,STRUCTURE,N,CORRECT,ACC,INVALID
FOLIO,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/FOLIO__LogicalDeduction_dev_k0_icl.json,ALL,300,248,0.8266666666666667,0.0
FOLIO,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/FOLIO__LogicalDeduction_dev_k0_icl.json,Block,59,51,0.864406779661017,
FOLIO,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/FOLIO__LogicalDeduction_dev_k0_icl.json,Chain,241,197,0.8174273858921162,
FOLIO,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/FOLIO__LogicalDeduction_dev_k0_icl.json,Other,0,0,0.0,
FOLIO,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/FOLIO__LogicalDeduction_dev_k0_icl.json,Y-shaped,0,0,0.0,
ProntoQA,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/ProntoQA__LogicalDeduction_dev_k0_icl.json,ALL,300,251,0.8366666666666667,0.0
ProntoQA,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/ProntoQA__LogicalDeduction_dev_k0_icl.json,Block,59,51,0.864406779661017,
ProntoQA,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/ProntoQA__LogicalDeduction_dev_k0_icl.json,Chain,241,200,0.8298755186721992,
ProntoQA,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/ProntoQA__LogicalDeduction_dev_k0_icl.json,Other,0,0,0.0,
ProntoQA,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/ProntoQA__LogicalDeduction_dev_k0_icl.json,Y-shaped,0,0,0.0,
ProofWriter,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/ProofWriter__LogicalDeduction_dev_k0_icl.json,ALL,300,249,0.83,0.0
ProofWriter,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/ProofWriter__LogicalDeduction_dev_k0_icl.json,Block,59,51,0.864406779661017,
ProofWriter,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/ProofWriter__LogicalDeduction_dev_k0_icl.json,Chain,241,198,0.8215767634854771,
ProofWriter,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/ProofWriter__LogicalDeduction_dev_k0_icl.json,Other,0,0,0.0,
ProofWriter,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/ProofWriter__LogicalDeduction_dev_k0_icl.json,Y-shaped,0,0,0.0,
gsm8k,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/gsm8k__LogicalDeduction_dev_k0_icl.json,ALL,300,248,0.8266666666666667,0.0
gsm8k,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/gsm8k__LogicalDeduction_dev_k0_icl.json,Block,59,51,0.864406779661017,
gsm8k,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/gsm8k__LogicalDeduction_dev_k0_icl.json,Chain,241,197,0.8174273858921162,
gsm8k,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/gsm8k__LogicalDeduction_dev_k0_icl.json,Other,0,0,0.0,
gsm8k,LogicalDeduction,dev,0,logical_results/LogicalDeduction/k0/gsm8k__LogicalDeduction_dev_k0_icl.json,Y-shaped,0,0,0.0,
AR-LSAT,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/AR-LSAT__LogicalDeduction_dev_k1_icl.json,ALL,300,237,0.79,0.0
AR-LSAT,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/AR-LSAT__LogicalDeduction_dev_k1_icl.json,Block,60,48,0.8,
AR-LSAT,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/AR-LSAT__LogicalDeduction_dev_k1_icl.json,Chain,240,189,0.7875,
AR-LSAT,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/AR-LSAT__LogicalDeduction_dev_k1_icl.json,Other,0,0,0.0,
AR-LSAT,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/AR-LSAT__LogicalDeduction_dev_k1_icl.json,Y-shaped,0,0,0.0,
FOLIO,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/FOLIO__LogicalDeduction_dev_k1_icl.json,ALL,300,248,0.8266666666666667,0.0
FOLIO,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/FOLIO__LogicalDeduction_dev_k1_icl.json,Block,60,50,0.8333333333333334,
FOLIO,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/FOLIO__LogicalDeduction_dev_k1_icl.json,Chain,240,198,0.825,
FOLIO,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/FOLIO__LogicalDeduction_dev_k1_icl.json,Other,0,0,0.0,
FOLIO,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/FOLIO__LogicalDeduction_dev_k1_icl.json,Y-shaped,0,0,0.0,
ProntoQA,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/ProntoQA__LogicalDeduction_dev_k1_icl.json,ALL,300,254,0.8466666666666667,0.0
ProntoQA,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/ProntoQA__LogicalDeduction_dev_k1_icl.json,Block,59,52,0.8813559322033898,
ProntoQA,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/ProntoQA__LogicalDeduction_dev_k1_icl.json,Chain,241,202,0.8381742738589212,
ProntoQA,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/ProntoQA__LogicalDeduction_dev_k1_icl.json,Other,0,0,0.0,
ProntoQA,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/ProntoQA__LogicalDeduction_dev_k1_icl.json,Y-shaped,0,0,0.0,
ProofWriter,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/ProofWriter__LogicalDeduction_dev_k1_icl.json,ALL,300,249,0.83,0.0
ProofWriter,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/ProofWriter__LogicalDeduction_dev_k1_icl.json,Block,59,50,0.847457627118644,
ProofWriter,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/ProofWriter__LogicalDeduction_dev_k1_icl.json,Chain,241,199,0.8257261410788381,
ProofWriter,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/ProofWriter__LogicalDeduction_dev_k1_icl.json,Other,0,0,0.0,
ProofWriter,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/ProofWriter__LogicalDeduction_dev_k1_icl.json,Y-shaped,0,0,0.0,
gsm8k,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/gsm8k__LogicalDeduction_dev_k1_icl.json,ALL,300,253,0.8433333333333334,0.0
gsm8k,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/gsm8k__LogicalDeduction_dev_k1_icl.json,Block,59,49,0.8305084745762712,
gsm8k,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/gsm8k__LogicalDeduction_dev_k1_icl.json,Chain,241,204,0.8464730290456431,
gsm8k,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/gsm8k__LogicalDeduction_dev_k1_icl.json,Other,0,0,0.0,
gsm8k,LogicalDeduction,dev,1,logical_results/LogicalDeduction/k1/gsm8k__LogicalDeduction_dev_k1_icl.json,Y-shaped,0,0,0.0,
AR-LSAT,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/AR-LSAT__LogicalDeduction_dev_k2_icl.json,ALL,300,245,0.8166666666666667,0.0
AR-LSAT,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/AR-LSAT__LogicalDeduction_dev_k2_icl.json,Block,59,47,0.7966101694915254,
AR-LSAT,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/AR-LSAT__LogicalDeduction_dev_k2_icl.json,Chain,241,198,0.8215767634854771,
AR-LSAT,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/AR-LSAT__LogicalDeduction_dev_k2_icl.json,Other,0,0,0.0,
AR-LSAT,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/AR-LSAT__LogicalDeduction_dev_k2_icl.json,Y-shaped,0,0,0.0,
FOLIO,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/FOLIO__LogicalDeduction_dev_k2_icl.json,ALL,300,257,0.8566666666666667,0.0
FOLIO,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/FOLIO__LogicalDeduction_dev_k2_icl.json,Block,59,51,0.864406779661017,
FOLIO,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/FOLIO__LogicalDeduction_dev_k2_icl.json,Chain,241,206,0.8547717842323651,
FOLIO,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/FOLIO__LogicalDeduction_dev_k2_icl.json,Other,0,0,0.0,
FOLIO,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/FOLIO__LogicalDeduction_dev_k2_icl.json,Y-shaped,0,0,0.0,
ProntoQA,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/ProntoQA__LogicalDeduction_dev_k2_icl.json,ALL,300,253,0.8433333333333334,0.0
ProntoQA,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/ProntoQA__LogicalDeduction_dev_k2_icl.json,Block,59,51,0.864406779661017,
ProntoQA,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/ProntoQA__LogicalDeduction_dev_k2_icl.json,Chain,241,202,0.8381742738589212,
ProntoQA,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/ProntoQA__LogicalDeduction_dev_k2_icl.json,Other,0,0,0.0,
ProntoQA,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/ProntoQA__LogicalDeduction_dev_k2_icl.json,Y-shaped,0,0,0.0,
ProofWriter,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/ProofWriter__LogicalDeduction_dev_k2_icl.json,ALL,300,254,0.8466666666666667,0.0
ProofWriter,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/ProofWriter__LogicalDeduction_dev_k2_icl.json,Block,60,56,0.9333333333333333,
ProofWriter,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/ProofWriter__LogicalDeduction_dev_k2_icl.json,Chain,240,198,0.825,
ProofWriter,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/ProofWriter__LogicalDeduction_dev_k2_icl.json,Other,0,0,0.0,
ProofWriter,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/ProofWriter__LogicalDeduction_dev_k2_icl.json,Y-shaped,0,0,0.0,
gsm8k,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/gsm8k__LogicalDeduction_dev_k2_icl.json,ALL,300,254,0.8466666666666667,0.0
gsm8k,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/gsm8k__LogicalDeduction_dev_k2_icl.json,Block,61,56,0.9180327868852459,
gsm8k,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/gsm8k__LogicalDeduction_dev_k2_icl.json,Chain,239,198,0.8284518828451883,
gsm8k,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/gsm8k__LogicalDeduction_dev_k2_icl.json,Other,0,0,0.0,
gsm8k,LogicalDeduction,dev,2,logical_results/LogicalDeduction/k2/gsm8k__LogicalDeduction_dev_k2_icl.json,Y-shaped,0,0,0.0,
AR-LSAT,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/AR-LSAT__LogicalDeduction_dev_k4_icl.json,ALL,300,250,0.8333333333333334,0.0
AR-LSAT,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/AR-LSAT__LogicalDeduction_dev_k4_icl.json,Block,62,51,0.8225806451612904,
AR-LSAT,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/AR-LSAT__LogicalDeduction_dev_k4_icl.json,Chain,238,199,0.8361344537815126,
AR-LSAT,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/AR-LSAT__LogicalDeduction_dev_k4_icl.json,Other,0,0,0.0,
AR-LSAT,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/AR-LSAT__LogicalDeduction_dev_k4_icl.json,Y-shaped,0,0,0.0,
FOLIO,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/FOLIO__LogicalDeduction_dev_k4_icl.json,ALL,300,256,0.8533333333333334,0.0
FOLIO,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/FOLIO__LogicalDeduction_dev_k4_icl.json,Block,59,52,0.8813559322033898,
FOLIO,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/FOLIO__LogicalDeduction_dev_k4_icl.json,Chain,241,204,0.8464730290456431,
FOLIO,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/FOLIO__LogicalDeduction_dev_k4_icl.json,Other,0,0,0.0,
FOLIO,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/FOLIO__LogicalDeduction_dev_k4_icl.json,Y-shaped,0,0,0.0,
ProntoQA,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/ProntoQA__LogicalDeduction_dev_k4_icl.json,ALL,300,249,0.83,0.0
ProntoQA,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/ProntoQA__LogicalDeduction_dev_k4_icl.json,Block,60,51,0.85,
ProntoQA,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/ProntoQA__LogicalDeduction_dev_k4_icl.json,Chain,240,198,0.825,
ProntoQA,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/ProntoQA__LogicalDeduction_dev_k4_icl.json,Other,0,0,0.0,
ProntoQA,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/ProntoQA__LogicalDeduction_dev_k4_icl.json,Y-shaped,0,0,0.0,
ProofWriter,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/ProofWriter__LogicalDeduction_dev_k4_icl.json,ALL,300,247,0.8233333333333334,0.0
ProofWriter,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/ProofWriter__LogicalDeduction_dev_k4_icl.json,Block,59,50,0.847457627118644,
ProofWriter,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/ProofWriter__LogicalDeduction_dev_k4_icl.json,Chain,241,197,0.8174273858921162,
ProofWriter,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/ProofWriter__LogicalDeduction_dev_k4_icl.json,Other,0,0,0.0,
ProofWriter,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/ProofWriter__LogicalDeduction_dev_k4_icl.json,Y-shaped,0,0,0.0,
gsm8k,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/gsm8k__LogicalDeduction_dev_k4_icl.json,ALL,300,247,0.8233333333333334,0.0
gsm8k,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/gsm8k__LogicalDeduction_dev_k4_icl.json,Block,59,47,0.7966101694915254,
gsm8k,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/gsm8k__LogicalDeduction_dev_k4_icl.json,Chain,241,200,0.8298755186721992,
gsm8k,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/gsm8k__LogicalDeduction_dev_k4_icl.json,Other,0,0,0.0,
gsm8k,LogicalDeduction,dev,4,logical_results/LogicalDeduction/k4/gsm8k__LogicalDeduction_dev_k4_icl.json,Y-shaped,0,0,0.0,
AR-LSAT,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/AR-LSAT__LogicalDeduction_dev_k6_icl.json,ALL,300,244,0.8133333333333334,0.0
AR-LSAT,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/AR-LSAT__LogicalDeduction_dev_k6_icl.json,Block,59,51,0.864406779661017,
AR-LSAT,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/AR-LSAT__LogicalDeduction_dev_k6_icl.json,Chain,241,193,0.8008298755186722,
AR-LSAT,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/AR-LSAT__LogicalDeduction_dev_k6_icl.json,Other,0,0,0.0,
AR-LSAT,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/AR-LSAT__LogicalDeduction_dev_k6_icl.json,Y-shaped,0,0,0.0,
FOLIO,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/FOLIO__LogicalDeduction_dev_k6_icl.json,ALL,300,254,0.8466666666666667,0.0
FOLIO,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/FOLIO__LogicalDeduction_dev_k6_icl.json,Block,61,53,0.8688524590163934,
FOLIO,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/FOLIO__LogicalDeduction_dev_k6_icl.json,Chain,239,201,0.8410041841004184,
FOLIO,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/FOLIO__LogicalDeduction_dev_k6_icl.json,Other,0,0,0.0,
FOLIO,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/FOLIO__LogicalDeduction_dev_k6_icl.json,Y-shaped,0,0,0.0,
ProntoQA,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/ProntoQA__LogicalDeduction_dev_k6_icl.json,ALL,300,257,0.8566666666666667,0.0
ProntoQA,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/ProntoQA__LogicalDeduction_dev_k6_icl.json,Block,59,52,0.8813559322033898,
ProntoQA,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/ProntoQA__LogicalDeduction_dev_k6_icl.json,Chain,241,205,0.8506224066390041,
ProntoQA,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/ProntoQA__LogicalDeduction_dev_k6_icl.json,Other,0,0,0.0,
ProntoQA,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/ProntoQA__LogicalDeduction_dev_k6_icl.json,Y-shaped,0,0,0.0,
ProofWriter,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/ProofWriter__LogicalDeduction_dev_k6_icl.json,ALL,300,244,0.8133333333333334,0.0
ProofWriter,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/ProofWriter__LogicalDeduction_dev_k6_icl.json,Block,59,49,0.8305084745762712,
ProofWriter,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/ProofWriter__LogicalDeduction_dev_k6_icl.json,Chain,241,195,0.8091286307053942,
ProofWriter,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/ProofWriter__LogicalDeduction_dev_k6_icl.json,Other,0,0,0.0,
ProofWriter,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/ProofWriter__LogicalDeduction_dev_k6_icl.json,Y-shaped,0,0,0.0,
gsm8k,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/gsm8k__LogicalDeduction_dev_k6_icl.json,ALL,300,251,0.8366666666666667,0.0
gsm8k,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/gsm8k__LogicalDeduction_dev_k6_icl.json,Block,59,49,0.8305084745762712,
gsm8k,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/gsm8k__LogicalDeduction_dev_k6_icl.json,Chain,241,202,0.8381742738589212,
gsm8k,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/gsm8k__LogicalDeduction_dev_k6_icl.json,Other,0,0,0.0,
gsm8k,LogicalDeduction,dev,6,logical_results/LogicalDeduction/k6/gsm8k__LogicalDeduction_dev_k6_icl.json,Y-shaped,0,0,0.0,
AR-LSAT,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/AR-LSAT__LogicalDeduction_dev_k8_icl.json,ALL,300,240,0.8,0.0
AR-LSAT,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/AR-LSAT__LogicalDeduction_dev_k8_icl.json,Block,59,47,0.7966101694915254,
AR-LSAT,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/AR-LSAT__LogicalDeduction_dev_k8_icl.json,Chain,241,193,0.8008298755186722,
AR-LSAT,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/AR-LSAT__LogicalDeduction_dev_k8_icl.json,Other,0,0,0.0,
AR-LSAT,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/AR-LSAT__LogicalDeduction_dev_k8_icl.json,Y-shaped,0,0,0.0,
FOLIO,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/FOLIO__LogicalDeduction_dev_k8_icl.json,ALL,300,253,0.8433333333333334,0.0
FOLIO,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/FOLIO__LogicalDeduction_dev_k8_icl.json,Block,59,52,0.8813559322033898,
FOLIO,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/FOLIO__LogicalDeduction_dev_k8_icl.json,Chain,241,201,0.8340248962655602,
FOLIO,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/FOLIO__LogicalDeduction_dev_k8_icl.json,Other,0,0,0.0,
FOLIO,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/FOLIO__LogicalDeduction_dev_k8_icl.json,Y-shaped,0,0,0.0,
ProntoQA,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/ProntoQA__LogicalDeduction_dev_k8_icl.json,ALL,300,251,0.8366666666666667,0.0
ProntoQA,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/ProntoQA__LogicalDeduction_dev_k8_icl.json,Block,59,49,0.8305084745762712,
ProntoQA,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/ProntoQA__LogicalDeduction_dev_k8_icl.json,Chain,241,202,0.8381742738589212,
ProntoQA,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/ProntoQA__LogicalDeduction_dev_k8_icl.json,Other,0,0,0.0,
ProntoQA,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/ProntoQA__LogicalDeduction_dev_k8_icl.json,Y-shaped,0,0,0.0,
ProofWriter,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/ProofWriter__LogicalDeduction_dev_k8_icl.json,ALL,300,247,0.8233333333333334,0.0
ProofWriter,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/ProofWriter__LogicalDeduction_dev_k8_icl.json,Block,59,50,0.847457627118644,
ProofWriter,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/ProofWriter__LogicalDeduction_dev_k8_icl.json,Chain,241,197,0.8174273858921162,
ProofWriter,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/ProofWriter__LogicalDeduction_dev_k8_icl.json,Other,0,0,0.0,
ProofWriter,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/ProofWriter__LogicalDeduction_dev_k8_icl.json,Y-shaped,0,0,0.0,
gsm8k,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/gsm8k__LogicalDeduction_dev_k8_icl.json,ALL,300,252,0.84,0.0
gsm8k,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/gsm8k__LogicalDeduction_dev_k8_icl.json,Block,59,51,0.864406779661017,
gsm8k,LogicalDeduction,dev,8,logical_results/LogicalDeduction/k8/gsm8k__LogicalDeduction_dev_k8_icl.json,Chain,241,201,0.8340248962655602,
